age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253474303275757571,drmikemurdock,,"Thu, Apr. 23 - Family Night",2020-04-24 00:02:16+00:00,4,11,,,1.25E+18,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253449158561681409,drmikemurdock,,My Testimony..!,2020-04-23 22:22:22+00:00,11,12,,,1.25E+18,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253445040212447234,drmikemurdock,,Please Don't Miss Today's Teaching.!! Live With @PastorAnaSweet.! Very Special Teaching.!! Join Us In 5 Minutes.!!! #drMM,2020-04-23 22:06:00+00:00,5,13,#NAME?,#drMM,1.25E+18,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253368402179026945,drmikemurdock,,"Thurs, Apr 23 - Live With DrMM..!",2020-04-23 17:01:28+00:00,16,19,,,1.25E+18,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253217070814081024,drmikemurdock,,"Thurs, Apr 23 - Live With DrMM..! Re-Air",2020-04-23 07:00:07+00:00,5,18,,,1.25E+18,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253170393403273217,drmikemurdock,,Until you establish a specific goal… You cannot taste the pleasure of a completion. #drMM #fb,2020-04-23 03:54:39+00:00,39,135,,#drMM #fb,1.25E+18,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253087705933778944,drmikemurdock,,5:25p cst Joining Ps Ana LIVE Now! Facebook Instagram Periscope YouTube,2020-04-22 22:26:04+00:00,5,11,,,1.25E+18,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253081167537991680,drmikemurdock,,"Wed, Apr 22 - How To Create Changes In Your Life..!",2020-04-22 22:00:06+00:00,15,19,,,1.25E+18,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253069891344707591,drmikemurdock,Mike_Pence,Hehe.,2020-04-22 21:15:17+00:00,8,17,,,1.25E+18,
73,1.25E+18,https://twitter.com/drmikemurdock/status/1253069795987259400,drmikemurdock,,#ANGER ...Is The Door To CHANGE. #drMM #fb,2020-04-22 21:14:54+00:00,14,36,,#ANGER #drMM #fb,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1252962611999768576,jimmybuffett,,BROADCASTING TONIGHT live from BORA BORA Tune in 8pm Eastern / 7pm Central (with an encore at 8pm Pacific) Tune in at http://www.margaritaville.tv or Radio Margaritaville Check out the full schedule at link below https://www.margaritaville.tv/cabin-fever-2020,2020-04-22 14:09:00+00:00,38,211,,,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1252746965202300928,jimmybuffett,,Ever wondered what it looks like inside Shrimpboat studio in Key West? Little promo video that gives you a peek. It's small and we like it that way. http://smarturl.it/lifeontheflipside #lifeontheflipside,2020-04-21 23:52:06+00:00,54,473,,#lifeontheflipside,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1252746051582218242,jimmybuffett,LeDoctor,flashbacks!,2020-04-21 23:48:28+00:00,4,52,,,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1251912996386832384,jimmybuffett,LeDoctor,,2020-04-19 16:38:12+00:00,3,38,,,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1251912303236141056,jimmybuffett,radiomville,And for UK time zone peeps - Sunday 7pm GMT ! Tune in tonight ,2020-04-19 16:35:27+00:00,17,95,,,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1251911378161393666,jimmybuffett,,Thanks for all the songs and stories! Stay tuned,2020-04-19 16:31:46+00:00,44,597,,,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1251587282047393792,jimmybuffett,,Follow JB on Instagram if you don’t already. Stories you can’t find anywhere else.,2020-04-18 19:03:56+00:00,17,151,,,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1251513312057016322,jimmybuffett,,"BROADCASTING TONIGHT Saturday April 18th - 1994 live from Great Woods, MA (1994) Tune in 8pm Eastern / 7pm Central (with an encore at 8pm Pacific) Tune in at http://www.margaritaville.tv or Radio Margaritaville Check out the full schedule at link below https://www.margaritaville.tv/cabin-fever-2020",2020-04-18 14:10:00+00:00,48,232,,,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1251260518708338689,jimmybuffett,,‘Oceans of Time’ is the latest track from #lifeontheflipside ! @paulbradysongs Available at all digital outlets with album preorder. And listen this weekend on @radiomville http://smarturl.it/lifeontheflipside,2020-04-17 21:25:29+00:00,45,254,#NAME?,#lifeontheflipside,1.25E+18,
73,1.25E+18,https://twitter.com/jimmybuffett/status/1250840532722446341,jimmybuffett,, ,2020-04-16 17:36:37+00:00,53,388,,,1.25E+18,
73,1.25E+18,https://twitter.com/kaj33/status/1253055292910088197,kaj33,,"Tonight at 8/7c, tune in to the @BET ‘Saving OurSelves’ COVID-19 Benefit Show for special musical performances and to learn how you can support the communities most impacted by coronavirus. #NBATogether",2020-04-22 20:17:17+00:00,28,244,#NAME?,#NBATogether #NBATogether,1.25E+18,
