age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo,
89,1.25350934069205E+018,https://twitter.com/WilliamShatner/status/1253509340692049920,WilliamShatner,brucefenton,Food for thought. ,2020-04-24 02:21:30+00:00,19,66,,,1.25350934069205E+018,
89,1.25334900802785E+018,https://twitter.com/WilliamShatner/status/1253349008027852802,WilliamShatner,,"@Wolfiesmom Happy 29th! Love, Bill",2020-04-23 15:44:24+00:00,2,80,@Wolfiesmom,,1.25334900802785E+018,
89,1.25332240777274E+018,https://twitter.com/WilliamShatner/status/1253322407772741632,WilliamShatner,Outlander_STARZ,THAT had to hurt! Now Buffalo? ,2020-04-23 13:58:42+00:00,14,170,,,1.25332240777274E+018,
89,1.2533192477128E+018,https://twitter.com/WilliamShatner/status/1253319247712800768,WilliamShatner,beijingdou,Send a message to Press at WilliamShatner dot com.,2020-04-23 13:46:08+00:00,8,63,,,1.2533192477128E+018,
89,1.25331893369369E+018,https://twitter.com/WilliamShatner/status/1253318933693689856,WilliamShatner,MaxMutchnick,"Tonight, tonight, Won't be just any night, Tonight there will be no morning star. Tonight, tonight, we’ll watch the end tonight... #WillandGrace",2020-04-23 13:44:53+00:00,9,94,,#WillandGrace,1.25331893369369E+018,
89,1.25331678020373E+018,https://twitter.com/WilliamShatner/status/1253316780203733003,WilliamShatner,,"@Sw33ti3 Make #StarTrek masks. BTW, I know Drew turned out to be a SWs fan. It’s not your fault, even good kids go rogue at times. ",2020-04-23 13:36:20+00:00,1,1,@Sw33ti3,#StarTrek,1.25331678020373E+018,
89,1.25331591940255E+018,https://twitter.com/WilliamShatner/status/1253315919402549251,WilliamShatner,,@LindaLand Happy Belated Saint Linda! Do you have 2 parties or do you hold a halfway dual birthday on the 25th? ,2020-04-23 13:32:55+00:00,0,0,@LindaLand,,1.25331591940255E+018,
89,1.2533152590471E+018,https://twitter.com/WilliamShatner/status/1253315259047096322,WilliamShatner,a_bfan,It’s my world weather. That’s all that counts,2020-04-23 13:30:17+00:00,4,114,,,1.2533152590471E+018,
89,1.25331512279932E+018,https://twitter.com/WilliamShatner/status/1253315122799316992,WilliamShatner,scott_terzian,Hey @yoda maybe a better idea to raise money? ,2020-04-23 13:29:45+00:00,10,113,@yoda,,1.25331512279932E+018,
89,1.2533140022617E+018,https://twitter.com/WilliamShatner/status/1253314002261700609,WilliamShatner,yoda, Let’s shame @beijingdou into donating it to my children’s charity auction! I’ll send him an autographed photo as a thank you! What say you @beijingdou?,2020-04-23 13:25:18+00:00,14,79,@beijingdou @beijingdou,,1.2533140022617E+018,
89,1.25331323969532E+018,https://twitter.com/WilliamShatner/status/1253313239695323137,WilliamShatner,yoda, What‽ Hey @beijingdou you got an AMAZING Bargain! ,2020-04-23 13:22:16+00:00,3,61,@beijingdou,,1.25331323969532E+018,
89,1.25331188549714E+018,https://twitter.com/WilliamShatner/status/1253311885497135109,WilliamShatner,,@MrPEC_Tacular !,2020-04-23 13:16:53+00:00,3,9,@MrPEC_Tacular,,1.25331188549714E+018,
89,1.25331169574262E+018,https://twitter.com/WilliamShatner/status/1253311695742619649,WilliamShatner,yoda,"Sorry, I didn’t see this. What was the final tally? #beautifulwork",2020-04-23 13:16:08+00:00,14,122,,#beautifulwork,1.25331169574262E+018,
89,1.2533109320144E+018,https://twitter.com/WilliamShatner/status/1253310932014395393,WilliamShatner,Dubsd4,Captain’s Log Stardate Supplemental: Space! One of the final physical frontiers left to explore. It is is vast & unknown but perhaps one of the Dragon Cadets of Red Deer Lake School will make a new discovery that will change our perspective on Space. Good luck Cadets! Kirk out!,2020-04-23 13:13:06+00:00,101,983,,,1.2533109320144E+018,
89,1.25330963720339E+018,https://twitter.com/WilliamShatner/status/1253309637203386368,WilliamShatner,,"Captain’s Log Stardate 36: Supposed to be sunny today: highs approaching 90 so all is good. Going to try to get a ride in this morning & take the emissaries out to run around then nose to the grindstone and work, work, work. I hope all is well with everyone.",2020-04-23 13:07:57+00:00,129,2289,,,1.25330963720339E+018,
89,6.72430498866594E+017,https://twitter.com/jamesearljones/status/672430498866593793,jamesearljones,,"Broadway, let's go all in together!",2015-12-03 15:01:38+00:00,74,635,,,6.72430498866594E+017,
89,6.69914546736378E+017,https://twitter.com/jamesearljones/status/669914546736377856,jamesearljones,,A very Happy Thanksgiving to you all! How about a round of Gin after dinner?,2015-11-26 16:24:09+00:00,69,348,,,6.69914546736378E+017,
89,6.6922449264053E+017,https://twitter.com/jamesearljones/status/669224492640530432,jamesearljones,,Come have a seat at @IAmCicelyTyson's &amp, my table. Card table that is!,2015-11-24 18:42:07+00:00,18,133,@IAmCicelyTyson,,6.6922449264053E+017
89,6.66682544646042E+017,https://twitter.com/jamesearljones/status/666682544646041601,jamesearljones,,Are you ready to rummy friends? @IAmCicelyTyson and I want to invite you to a…friendly…game of cards.,2015-11-17 18:21:19+00:00,19,103,@IAmCicelyTyson,,6.66682544646042E+017,
