age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo,
78,1.25297847138882E+018,https://twitter.com/PastorEAAdeboye/status/1252978471388819457,PastorEAAdeboye,,"I will be going live with one of my sons @pastorpoju on Thursday 23rd of April on Instagram as I will be answering 7 significant questions. Dont miss it, God bless you !",2020-04-22 15:12:01+00:00,987,3579,@pastorpoju,,1.25297847138882E+018,
78,1.25225331291054E+018,https://twitter.com/PastorEAAdeboye/status/1252253312910536709,PastorEAAdeboye,,Consider the Pyramid, the higher you go the fewer the bricks. Aim High !,2020-04-20 15:10:30+00:00,877,4230,,,1.25225331291054E+018
78,1.25180970697854E+018,https://twitter.com/PastorEAAdeboye/status/1251809706978541568,PastorEAAdeboye,,Only the one who is called the alpha and omega has the final say over your life. #Joycometh,2020-04-19 09:47:46+00:00,738,4512,,#Joycometh,1.25180970697854E+018,
78,1.25179385117558E+018,https://twitter.com/PastorEAAdeboye/status/1251793851175579649,PastorEAAdeboye,,God is the one who has the last say about your fruitfulness. Genesis1:28 Genesis18:9-14 #JoyCometh,2020-04-19 08:44:45+00:00,218,1423,,#JoyCometh,1.25179385117558E+018,
78,1.25179358353284E+018,https://twitter.com/PastorEAAdeboye/status/1251793583532838913,PastorEAAdeboye,,I decree to you today in the name of the resurrected Christ you shall be free from darkness. #JoyCometh,2020-04-19 08:43:42+00:00,266,1949,,#JoyCometh,1.25179358353284E+018,
78,1.25179328723463E+018,https://twitter.com/PastorEAAdeboye/status/1251793287234629632,PastorEAAdeboye,,John1:4-5 It doesn’t matter how great the forces of darkness against you the light of God will give you victory in the mighty name of Jesus Christ. #JoyCometh,2020-04-19 08:42:31+00:00,168,1102,,#JoyCometh,1.25179328723463E+018,
78,1.25179304570571E+018,https://twitter.com/PastorEAAdeboye/status/1251793045705707525,PastorEAAdeboye,,Darkness doesn’t have the last say it’s the light that does. Genesis1:1-3 #JoyCometh,2020-04-19 08:41:33+00:00,105,555,,#JoyCometh,1.25179304570571E+018,
78,1.25179291020451E+018,https://twitter.com/PastorEAAdeboye/status/1251792910204514304,PastorEAAdeboye,,I decree to you in mighty name of Jesus by the time this lockdown is over your fortune will change for the better. #JoyCometh,2020-04-19 08:41:01+00:00,167,834,,#JoyCometh,1.25179291020451E+018,
78,1.25179257054551E+018,https://twitter.com/PastorEAAdeboye/status/1251792570545508353,PastorEAAdeboye,,John6:5-13 The lunch of a boy fed a crowd of 5000 men and there were still 12 baskets left. Our God is the all sufficient one. #JoyCometh,2020-04-19 08:39:40+00:00,95,532,,#JoyCometh,1.25179257054551E+018,
78,1.25179214789809E+018,https://twitter.com/PastorEAAdeboye/status/1251792147898085376,PastorEAAdeboye,,1Kings17:8-16 The all sufficient one made what was not enough last for a longer time. #JoyCometh,2020-04-19 08:37:59+00:00,88,490,,#JoyCometh,1.25179214789809E+018,
78,1.25179193398446E+018,https://twitter.com/PastorEAAdeboye/status/1251791933984460802,PastorEAAdeboye,,He can turn your last to your beginning. 2Kings4:1-7 #JoyCometh,2020-04-19 08:37:08+00:00,96,566,,#JoyCometh,1.25179193398446E+018,
78,1.25179174512751E+018,https://twitter.com/PastorEAAdeboye/status/1251791745127514112,PastorEAAdeboye,,Poverty doesn’t have the last say over you. #JoyCometh,2020-04-19 08:36:23+00:00,85,527,,#JoyCometh,1.25179174512751E+018,
78,1.25179157996843E+018,https://twitter.com/PastorEAAdeboye/status/1251791579968425984,PastorEAAdeboye,,"I’ve good-news for those of you condemned to die on the basis of health, in the name of the great physician; Jesus, you shall be made whole. #JoyCometh",2020-04-19 08:35:44+00:00,109,630,,#JoyCometh,1.25179157996843E+018,
78,1.25179039853364E+018,https://twitter.com/PastorEAAdeboye/status/1251790398533644288,PastorEAAdeboye,,John11:25 He is the resurrection and the life and He has the last say. #JoyCometh,2020-04-19 08:31:02+00:00,87,596,,#JoyCometh,1.25179039853364E+018,
78,1.25179023308926E+018,https://twitter.com/PastorEAAdeboye/status/1251790233089257472,PastorEAAdeboye,,"Death doesn’t have the last say, it’s the risen Christ who does. #JoyCometh",2020-04-19 08:30:23+00:00,154,874,,#JoyCometh,1.25179023308926E+018,
78,1.25332255593653E+018,https://twitter.com/MikeBloomberg/status/1253322555936530433,MikeBloomberg,,"For decades, @RESCUEorg has come to the aid of millions of people displaced by conflict and crisis. Amid the pandemic, their work has taken on new urgency. @BloombergDotOrg is committing $10 million to the IRC as they help save lives around the world. https://bloombg.org/3cSn8dR",2020-04-23 13:59:17+00:00,110,588,@RESCUEorg @BloombergDotOrg,,1.25332255593653E+018,
78,1.25311013062073E+018,https://twitter.com/MikeBloomberg/status/1253110130620727297,MikeBloomberg,,A vaccine for COVID-19 could help restore life to normal. But it's not around the corner. @DrKellyHenning explains:,2020-04-22 23:55:11+00:00,212,768,@drkellyhenning,,1.25311013062073E+018,
78,1.25306327612618E+018,https://twitter.com/MikeBloomberg/status/1253063276126183424,MikeBloomberg,JohnFeinblatt,"I couldn't agree more, @JohnFeinblatt. Thanks to @shannonrwatts and millions of @MomsDemand volunteers, gun safety laws are being passed in red, blue and purple states across the country — and we're just getting started.",2020-04-22 20:49:00+00:00,116,520,@JohnFeinblatt @shannonrwatts @MomsDemand,,1.25306327612618E+018,
78,1.25304099279573E+018,https://twitter.com/MikeBloomberg/status/1253040992795725824,MikeBloomberg,,"The @BloombergDotOrg initiative to work with New York State to develop a contact tracing program will be hard work. But I know, because we’re working with @NYGovCuomo, @ResolveTSL, and @JohnsHopkinsSPH, that we’ll succeed. Now is the time to rely on each other.",2020-04-22 19:20:27+00:00,310,1266,@BloombergDotOrg @NYGovCuomo @ResolveTSL @JohnsHopkinsSPH,,1.25304099279573E+018,
78,1.25301964687118E+018,https://twitter.com/MikeBloomberg/status/1253019646871179268,MikeBloomberg,,New York is in need. But New Yorkers can rely on one another. And they can rely on @NYGovCuomo. I'm glad to announce that @BloombergDotOrg is committing to partner with New York State to build a contact tracing program. #NewYorkTough,2020-04-22 17:55:38+00:00,1979,9211,@NYGovCuomo @BloombergDotOrg,#NewYorkTough,1.25301964687118E+018,
78,1.2530114153398E+018,https://twitter.com/MikeBloomberg/status/1253011415339802624,MikeBloomberg,,"Today is #EarthDay, and we are facing two global catastrophes: #COVID19 and climate change. But we shouldn’t have to choose which battle to fight. By building a 100% green economy, we can ensure cleaner air and a safer future for our cities. Let’s invest in our future.",2020-04-22 17:22:55+00:00,329,1602,,#EarthDay #EarthDay #COVID19,1.2530114153398E+018,
78,1.25298062491639E+018,https://twitter.com/MikeBloomberg/status/1252980624916393984,MikeBloomberg,,"The fight against climate change, like the fight against #COVID19, has proven that when the federal government fails, local action can make a difference. On this 50th anniversary of #EarthDay, we look back at what local climate action can achieve:",2020-04-22 15:20:34+00:00,169,705,,#COVID19 #EarthDay #EarthDay,1.25298062491639E+018,
78,1.25273120114152E+018,https://twitter.com/MikeBloomberg/status/1252731201141518337,MikeBloomberg,,"Now more than ever, the world needs to come together. Going it alone just won’t work. The @BloombergDotOrg Partnership for Healthy Cities is bringing global city leaders together to ensure they have the support they need to take action:",2020-04-21 22:49:27+00:00,109,554,@BloombergDotOrg,,1.25273120114152E+018,
78,1.25267399960524E+018,https://twitter.com/MikeBloomberg/status/1252673999605239811,MikeBloomberg,,"Cities are facing a crisis that has strained hospitals, caused mass unemployment, and upended life itself. But if we work together, as @DrHowardKoh told the @BloombergDotOrg virtual convening of mayors, we will get through this together.",2020-04-21 19:02:09+00:00,83,376,@DrHowardKoh @BloombergDotOrg,,1.25267399960524E+018,
78,1.25238082627836E+018,https://twitter.com/MikeBloomberg/status/1252380826278359042,MikeBloomberg,,"Grand Rapids @MayorBliss is showing us what leadership looks like. She’s helped transform breweries to make hand sanitizer, while helping small businesses stay open. I’m glad @BloombergDotOrg can support mayors across this country as they lead us through this crisis.",2020-04-20 23:37:11+00:00,197,980,@mayorbliss @BloombergDotOrg,,1.25238082627836E+018,
78,1.25234461331613E+018,https://twitter.com/MikeBloomberg/status/1252344613316132866,MikeBloomberg,,"Contact tracing isn’t only how we stop the spread, it’s how we reopen the country. @DrKellyHenning reminds us that we’ve done it before with diseases like TB, but never on a national scale. It requires effective tools &amp; a trained force of testers to begin the road to recovery.",2020-04-20 21:13:17+00:00,205,661,@drkellyhenning,,1.25234461331613E+018,
78,1.25229334317175E+018,https://twitter.com/MikeBloomberg/status/1252293343171747840,MikeBloomberg,,"This virus has changed the way we live. And the nonprofits that so often help those in need, are in need themselves. The NYC COVID-19 Response & Impact Fund is helping these programs, like @MindBuildersCAC, continue their vital work. I’m proud @BloombergDotOrg can play a part.",2020-04-20 17:49:34+00:00,94,432,@MindBuildersCAC @BloombergDotOrg,,1.25229334317175E+018,
78,1.25191176764049E+018,https://twitter.com/MikeBloomberg/status/1251911767640494081,MikeBloomberg,,"Earlier this year, I visited the Oklahoma City Bombing Memorial. We'll always remember that day 25 years ago & the lives of those who were killed. As we now face this unprecedented crisis, I know the same tenacious spirit that brought us together then will pull us through again.",2020-04-19 16:33:19+00:00,185,1394,,,1.25191176764049E+018,
