age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo,,,
71,1.25260319248086E+018,https://twitter.com/RicFlairNatrBoy/status/1252603192480862208,RicFlairNatrBoy,,Happiness Is A Choice! WOOOOO!,2020-04-21 14:20:47+00:00,90,819,,,1.25260319248086E+018,,,
71,1.25229870261565E+018,https://twitter.com/RicFlairNatrBoy/status/1252298702615650305,RicFlairNatrBoy,,"I’ve Accepted The #ALLINCHALLENGE! Head To https://www.fanatics.com/all-in-challenge/x-12589906+z-9713580-3838082054 And Donate For A Chance To Win The Ultimate WrestleMania Experience With Yours Truly! I Challenge My Brother @OffsetYRN, My Favorite Netflix Star @batemanjason, And My Main Man @dennisrodman! WOOOOO!",2020-04-20 18:10:51+00:00,61,365,@OffsetYRN @batemanjason @dennisrodman,#ALLINCHALLENGE,1.25229870261565E+018,,,
71,1.25194647365218E+018,https://twitter.com/RicFlairNatrBoy/status/1251946473652183047,RicFlairNatrBoy,,All Natural! WOOOOO!,2020-04-19 18:51:14+00:00,130,1235,,,1.25194647365218E+018,,,
71,1.25151647355996E+018,https://twitter.com/RicFlairNatrBoy/status/1251516473559957504,RicFlairNatrBoy,,"Every Day May Not Be Good, But There Is Something Good In Every Day! WOOOOO!",2020-04-18 14:22:34+00:00,434,2397,,,1.25151647355996E+018,,,
71,1.25122667075486E+018,https://twitter.com/RicFlairNatrBoy/status/1251226670754861058,RicFlairNatrBoy,,"What Can I Say, I Gotta Get My Steps In! WOOOOO!",2020-04-17 19:10:59+00:00,2201,12942,,,1.25122667075486E+018,,,
71,1.25115222856961E+018,https://twitter.com/RicFlairNatrBoy/status/1251152228569608200,RicFlairNatrBoy,,There’s Nothing A Little Flair Friday Action Can’t Fix! WOOOOO!,2020-04-17 14:15:11+00:00,188,1397,,,1.25115222856961E+018,,,
71,1.25090164522928E+018,https://twitter.com/RicFlairNatrBoy/status/1250901645229281280,RicFlairNatrBoy,,"So Sorry To Hear Of The Passing Of Howard Finkel, A Great Friend For So Many Years. Rest In Peace! ",2020-04-16 21:39:27+00:00,299,3656,,,1.25090164522928E+018,,,
71,1.25081956042241E+018,https://twitter.com/RicFlairNatrBoy/status/1250819560422412288,RicFlairNatrBoy,,1990 To 2020... Some Things Never Change! Throwback To My Beautiful Wife Who Has Not Changed Inside Or Out! @wonderouswendy1 ,2020-04-16 16:13:16+00:00,33,643,@wonderouswendy1,,1.25081956042241E+018,,,
71,1.25048660103108E+018,https://twitter.com/RicFlairNatrBoy/status/1250486601031077889,RicFlairNatrBoy,,Cherish Every Moment! WOOOOO!,2020-04-15 18:10:13+00:00,156,1091,,,1.25048660103108E+018,,,
71,1.25011658176773E+018,https://twitter.com/RicFlairNatrBoy/status/1250116581767733250,RicFlairNatrBoy,HerschelWalker,Thank You! You Will Always Be The Man! @HerschelWalker,2020-04-14 17:39:53+00:00,32,257,@HerschelWalker,,1.25011658176773E+018,,,
71,1.25007134880377E+018,https://twitter.com/RicFlairNatrBoy/status/1250071348803768320,RicFlairNatrBoy,,Focus! WOOOOO!,2020-04-14 14:40:09+00:00,71,935,,,1.25007134880377E+018,,,
71,1.24970162027281E+018,https://twitter.com/RicFlairNatrBoy/status/1249701620272807936,RicFlairNatrBoy,,It’s Going To Be A WOOOOOnderful Week!,2020-04-13 14:10:59+00:00,171,1336,,,1.24970162027281E+018,,,
71,1.25346991589128E+018,https://twitter.com/_SgtSlaughter/status/1253469915891281920,_SgtSlaughter,PhillyCyberGeek,Listen Up D-von I’d Get A Table For You ANYTIME My Friend &amp, That’s An Order ANY QUESTIONS??? Good Then Stay Safe &amp, Carry On ,2020-04-23 23:44:50+00:00,1,5,,,1.25346991589128E+018,
71,1.25285949540486E+018,https://twitter.com/_SgtSlaughter/status/1252859495404855304,_SgtSlaughter,TheFinalDoctor,YO “Freakin” JOE,2020-04-22 07:19:15+00:00,0,14,,,1.25285949540486E+018,,,
71,1.25285866434126E+018,https://twitter.com/_SgtSlaughter/status/1252858664341262336,_SgtSlaughter,BeerBaron4life,YO “Freakin” JOE,2020-04-22 07:15:57+00:00,0,6,,,1.25285866434126E+018,,,
71,1.25251430893796E+018,https://twitter.com/_SgtSlaughter/status/1252514308937957376,_SgtSlaughter,JoefestToyComic,YO JOE,2020-04-21 08:27:36+00:00,0,8,,,1.25251430893796E+018,,,
71,1.25251351678913E+018,https://twitter.com/_SgtSlaughter/status/1252513516789129218,_SgtSlaughter,TheFinestCC,There’s only 2 ways out of my command On your feet like a man or in a Ditty Bag an Itty Bitty Ditty Bag Got it???YO JOE,2020-04-21 08:24:27+00:00,14,79,,,1.25251351678913E+018,,,
71,1.25213482600361E+018,https://twitter.com/_SgtSlaughter/status/1252134826003611651,_SgtSlaughter,Bliss3240,“Congrats” On The @JohnCena Follow ,2020-04-20 07:19:40+00:00,0,13,@JohnCena,,1.25213482600361E+018,,,
71,1.25211965073913E+018,https://twitter.com/_SgtSlaughter/status/1252119650739130368,_SgtSlaughter,ProductionsBags,YO JOE,2020-04-20 06:19:22+00:00,0,5,,,1.25211965073913E+018,,,
71,1.25206852430409E+018,https://twitter.com/_SgtSlaughter/status/1252068524304084994,_SgtSlaughter,m_enoch,YO JOE,2020-04-20 02:56:13+00:00,0,3,,,1.25206852430409E+018,,,
71,1.25199887923674E+018,https://twitter.com/_SgtSlaughter/status/1251998879236739074,_SgtSlaughter,ClassicGIJoe,The 1st GI JOE Sgt Slaughter Action Figure U couldn’t buy U had to EARN him Now U know &amp, knowing is half the battle GI JOE A Real American Hero Lookout Cobra &amp, CoronaVirus U Maggots GI JOE &amp, Sgt Slaughter Are going to kick UR Ass YO “Freakin” JOE ,2020-04-19 22:19:28+00:00,1,31,,,1.25199887923674E+018
71,1.25177266037316E+018,https://twitter.com/_SgtSlaughter/status/1251772660373164032,_SgtSlaughter,CardiacDrop,YO JOE,2020-04-19 07:20:33+00:00,0,18,,,1.25177266037316E+018,,,
71,1.25141397301623E+018,https://twitter.com/_SgtSlaughter/status/1251413973016227840,_SgtSlaughter,MyNameIsWojcik,Good choice Maggot Thee “Greatest” Match EVER @TheGarden &amp, in the history of Pro Wrestling according to @howardfinkel ,2020-04-18 07:35:15+00:00,1,10,@TheGarden @howardfinkel,,1.25141397301623E+018,,
71,1.25106709740646E+018,https://twitter.com/_SgtSlaughter/status/1251067097406455808,_SgtSlaughter,prowrestle_gifs,I believe the Sarge let go. The referee said that Paterson was cheating ,2020-04-17 08:36:54+00:00,0,3,,,1.25106709740646E+018,,,
71,1.25106527341685E+018,https://twitter.com/_SgtSlaughter/status/1251065273416851456,_SgtSlaughter,prowrestle_gifs,A Masterpiece That NO one will EVER duplicate ,2020-04-17 08:29:39+00:00,0,1,,,1.25106527341685E+018,,,
71,1.25106369589725E+018,https://twitter.com/_SgtSlaughter/status/1251063695897251840,_SgtSlaughter,DaMain_Johnson,Bless your heart Maggot Yes the “Fink” ALWAYS told everyone the #AlleyFight that @patpatterson &amp, I had was the Greatest Match he ever saw Howard saw a lot of Matches.,2020-04-17 08:23:23+00:00,1,14,@PatPatterson,#AlleyFight,1.25106369589725E+018,,
71,1.25106178477094E+018,https://twitter.com/_SgtSlaughter/status/1251061784770940929,_SgtSlaughter,chef_boutwell,I’d love to give #WonderWoman some Orders YO JOE ,2020-04-17 08:15:47+00:00,0,1,,#WonderWoman #WonderWoman,1.25106178477094E+018,,,
71,1.25349795644074E+018,https://twitter.com/BrentSpiner/status/1253497956440739840,BrentSpiner,jeneuston,I...,2020-04-24 01:36:16+00:00,0,3,,,1.25349795644074E+018,,,
71,1.2534887823319E+018,https://twitter.com/BrentSpiner/status/1253488782331895809,BrentSpiner,hasiko_HSMT,Why?,2020-04-24 00:59:49+00:00,0,18,,,1.2534887823319E+018,,,
71,1.25347973811223E+018,https://twitter.com/BrentSpiner/status/1253479738112225280,BrentSpiner,JewelStaite,I wept when I read this.,2020-04-24 00:23:52+00:00,1,109,,,1.25347973811223E+018,,,
71,1.2534012548243E+018,https://twitter.com/BrentSpiner/status/1253401254824304640,BrentSpiner,jeneuston,So great.,2020-04-23 19:12:00+00:00,0,6,,,1.2534012548243E+018,,,
71,1.2533937347895E+018,https://twitter.com/BrentSpiner/status/1253393734789500928,BrentSpiner,louise_voyager,"And, you will.",2020-04-23 18:42:07+00:00,1,47,,,1.2533937347895E+018,,,
71,1.25338988383548E+018,https://twitter.com/BrentSpiner/status/1253389883835482113,BrentSpiner,louise_voyager,"These days will pass, too. Happier times lay ahead. You’ll see.",2020-04-23 18:26:49+00:00,6,102,,,1.25338988383548E+018,,,
71,1.25338909918605E+018,https://twitter.com/BrentSpiner/status/1253389099186044928,BrentSpiner,JavierJust65,"I get it, Francisco.",2020-04-23 18:23:42+00:00,3,42,,,1.25338909918605E+018,,,
71,1.25336613142477E+018,https://twitter.com/BrentSpiner/status/1253366131424768000,BrentSpiner,hasiko_HSMT,I still wear it.,2020-04-23 16:52:26+00:00,5,309,,,1.25336613142477E+018,,,
71,1.25335769963649E+018,https://twitter.com/BrentSpiner/status/1253357699636490240,BrentSpiner,jadedcreative,Truly.,2020-04-23 16:18:56+00:00,0,5,,,1.25335769963649E+018,,,
71,1.25335729673597E+018,https://twitter.com/BrentSpiner/status/1253357296735969282,BrentSpiner,jadedcreative,Another brilliant performance. Seems so real.,2020-04-23 16:17:20+00:00,2,36,,,1.25335729673597E+018,,,
71,1.25313352813853E+018,https://twitter.com/BrentSpiner/status/1253133528138526725,BrentSpiner,RonBowman19,Who told you how to act? Someone simply asked what band or performer we saw before they hit it big.,2020-04-23 01:28:09+00:00,0,13,,,1.25313352813853E+018,,,
71,1.25313040550016E+018,https://twitter.com/BrentSpiner/status/1253130405500162055,BrentSpiner,RonBowman19,Let’s look at made you so angry. Someone asked who we’d seen perform before they became successful. Why was that such an affront to you?,2020-04-23 01:15:45+00:00,0,11,,,1.25313040550016E+018,,,
71,1.25312997215731E+018,https://twitter.com/BrentSpiner/status/1253129972157313025,BrentSpiner,RonBowman19,"Sorry Ron, but you began the “discussion”by being insulting.",2020-04-23 01:14:02+00:00,0,9,,,1.25312997215731E+018,,,
71,1.25311614279463E+018,https://twitter.com/BrentSpiner/status/1253116142794629120,BrentSpiner,Imperatrix_Jade,"Oh, there’s some great stuff in the second half.",2020-04-23 00:19:04+00:00,1,76,,,1.25311614279463E+018,,,
71,1.25310205737389E+018,https://twitter.com/BrentSpiner/status/1253102057373892608,BrentSpiner,RonBowman19,Are you ok?,2020-04-22 23:23:06+00:00,0,15,,,1.25310205737389E+018,,,
